1,0,0|0,1,0,0.7559999999999999,1.0,0.95,0.85,1,0,0,0,1
0,0,1|0,0,1,0.904,0.89,0.99,0.79,0,1,1,0,0
1,0,0|0,0,1,0.818,0.945,0.92,0.78,1,0,1,0,0
1,0,0|0,1,0,0.758,0.93,0.86,0.63,0,1,1,0,0
0,0,1|0,0,1,1.004,0.9400000000000001,1.01,0.76,1,0,0,0,1
0,1,0|0,1,0,0.902,0.725,1.075,1.0,0,1,1,0,0
0,1,0|0,1,0,0.904,0.74,1.06,1.04,0,1,0,0,1
0,1,0|0,1,0,0.99,0.8099999999999999,1.145,1.16,1,0,0,1,0
1,0,0|1,0,0,0.85,1.035,0.985,0.9,1,0,1,0,0
1,0,0|1,0,0,0.718,0.8300000000000001,0.95,0.61,0,1,0,1,0
0,1,0|0,1,0,0.97,0.75,1.095,0.97,0,1,0,0,1
0,0,1|0,0,1,1.1159999999999999,0.99,1.035,0.8,1,0,0,0,1
0,0,1|0,0,1,1.034,1.0150000000000001,0.97,0.755,1,0,1,0,0
1,0,0|0,0,1,0.732,0.9199999999999999,0.92,0.695,0,1,0,0,1
1,0,0|0,1,0,0.754,0.9349999999999999,0.9,0.72,1,0,1,0,0
0,1,0|0,1,0,1.102,0.8,1.15,1.17,1,0,0,0,1
1,0,0|0,0,1,0.74,0.845,0.925,0.6,0,1,1,0,0
1,0,0|0,0,1,0.778,0.9400000000000001,0.95,0.72,0,1,0,1,0
1,0,0|0,0,1,0.846,1.06,0.955,0.83,1,0,1,0,0
1,0,0|0,0,1,0.7659999999999999,0.96,0.945,0.79,1,0,0,1,0
1,0,0|1,0,0,0.6920000000000001,0.86,0.945,0.64,0,1,0,1,0
1,0,0|0,1,0,0.762,0.85,0.905,0.635,0,1,0,0,1
1,0,0|0,1,0,0.794,0.885,0.965,0.64,0,1,0,0,1
1,0,0|0,0,1,0.7959999999999999,0.9550000000000001,0.92,0.93,1,0,1,0,0
1,0,0|0,1,0,0.764,1.0,0.95,0.78,1,0,0,0,1
1,0,0|0,1,0,0.752,0.85,0.925,0.72,0,1,0,1,0
0,0,1|0,0,1,1.026,0.9949999999999999,0.99,0.74,1,0,1,0,0
1,0,0|1,0,0,0.772,0.85,0.94,0.58,0,1,0,0,1
0,1,0|0,1,0,0.858,0.655,1.075,1.0,0,1,1,0,0
1,0,0|0,0,1,0.746,0.8400000000000001,0.96,0.6,0,1,0,0,1
1,0,0|1,0,0,0.804,0.85,0.88,0.69,0,1,0,0,1
0,1,0|0,1,0,0.93,0.725,1.065,0.88,0,1,1,0,0
1,0,0|0,0,1,0.8059999999999999,0.925,0.98,0.87,1,0,0,1,0
1,0,0|0,0,1,0.74,0.825,0.925,0.68,0,1,0,0,1
1,0,0|1,0,0,0.772,1.06,0.955,0.76,1,0,1,0,0
0,0,1|0,0,1,1.07,0.9949999999999999,1.025,0.9,1,0,0,1,0
1,0,0|1,0,0,0.67,0.95,0.95,0.72,0,1,0,1,0
1,0,0|0,1,0,0.754,0.8,0.915,0.615,0,1,0,0,1
1,0,0|0,0,1,0.8220000000000001,0.95,0.91,0.685,1,0,1,0,0
1,0,0|1,0,0,0.732,0.89,0.925,0.74,0,1,1,0,0
0,0,1|0,0,1,1.004,0.9349999999999999,0.99,0.755,0,1,0,0,1
1,0,0|0,0,1,0.8220000000000001,0.875,0.95,0.78,1,0,0,0,1
0,0,1|0,0,1,1.01,0.9800000000000001,1.005,0.81,1,0,1,0,0
1,0,0|0,0,1,0.816,0.945,1.04,0.86,1,0,0,1,0
1,0,0|0,1,0,0.8640000000000001,0.95,0.985,0.955,1,0,0,0,1
1,0,0|0,0,1,0.662,0.805,0.89,0.58,0,1,0,1,0
1,0,0|0,0,1,0.812,0.86,0.935,0.695,1,0,0,0,1
1,0,0|1,0,0,0.792,0.86,0.98,0.71,0,1,0,1,0
0,0,1|0,0,1,1.002,0.8949999999999999,0.95,0.68,0,1,0,0,1
0,0,1|0,0,1,0.9620000000000001,0.82,0.995,0.665,0,1,0,0,1
0,0,1|0,0,1,0.97,0.875,0.955,0.68,1,0,1,0,0
0,0,1|0,0,1,0.91,0.85,0.98,0.7,0,1,0,1,0
1,0,0|0,1,0,0.7140000000000001,0.845,0.925,0.63,0,1,0,1,0
0,0,1|0,0,1,0.95,0.8400000000000001,0.995,0.78,0,1,0,1,0
1,0,0|0,1,0,0.8440000000000001,0.975,0.985,0.855,1,0,0,0,1
0,1,0|0,1,0,1.03,0.8150000000000001,1.15,1.1,1,0,0,0,1
1,0,0|1,0,0,0.78,0.8550000000000001,0.955,0.61,0,1,0,0,1
0,0,1|0,0,1,1.026,0.9099999999999999,0.985,0.75,1,0,1,0,0
1,0,0|0,1,0,0.7559999999999999,0.915,0.87,0.68,0,1,1,0,0
1,0,0|0,0,1,0.72,0.925,0.93,0.62,0,1,1,0,0
0,0,1|0,0,1,0.818,0.8300000000000001,0.935,0.64,0,1,0,1,0
1,0,0|1,0,0,0.778,0.89,0.905,0.725,0,1,1,0,0
1,0,0|1,0,0,0.8220000000000001,0.93,0.945,0.665,1,0,0,0,1
0,1,0|0,1,0,0.982,0.75,1.14,1.1,1,0,0,0,1
0,1,0|0,1,0,0.9159999999999999,0.71,1.095,0.94,0,1,0,1,0
0,1,0|0,1,0,0.88,0.6799999999999999,1.04,0.87,0,1,0,1,0
0,1,0|0,1,0,0.996,0.795,1.145,1.19,1,0,0,0,1
1,0,0|0,0,1,0.752,0.9650000000000001,0.905,0.66,0,1,1,0,0
0,1,0|0,1,0,0.9740000000000001,0.705,1.05,0.89,0,1,1,0,0
1,0,0|1,0,0,0.862,0.96,0.985,0.7,1,0,0,0,1
0,1,0|0,1,0,0.968,0.73,1.065,1.17,1,0,1,0,0
1,0,0|0,1,0,0.7,0.8949999999999999,0.95,0.69,0,1,0,1,0
1,0,0|0,1,0,0.78,0.875,0.93,0.71,0,1,0,1,0
0,0,1|0,0,1,0.85,0.835,0.935,0.67,0,1,0,1,0
0,1,0|0,1,0,0.956,0.75,1.075,1.13,1,0,1,0,0
1,0,0|0,1,0,0.81,0.945,0.9,0.79,1,0,1,0,0
0,1,0|0,1,0,0.9359999999999999,0.7150000000000001,1.075,0.97,0,1,0,0,1
0,1,0|0,1,0,0.93,0.675,1.05,0.91,0,1,1,0,0
0,0,1|0,0,1,0.87,0.905,1.01,0.68,0,1,0,0,1
1,0,0|0,1,0,0.73,0.8300000000000001,0.905,0.57,0,1,0,1,0
1,0,0|1,0,0,0.7440000000000001,0.97,0.92,0.78,1,0,0,1,0
0,0,1|0,0,1,1.006,1.0,0.985,0.66,1,0,1,0,0
1,0,0|0,1,0,0.7759999999999999,0.86,0.9,0.76,1,0,1,0,0
0,0,1|0,0,1,0.9179999999999999,0.8550000000000001,0.95,0.715,0,1,1,0,0
0,1,0|0,1,0,0.87,0.71,1.1,0.94,0,1,0,1,0
0,1,0|0,1,0,0.9359999999999999,0.77,1.075,1.03,1,0,1,0,0
0,1,0|0,1,0,0.9259999999999999,0.79,1.075,1.01,1,0,1,0,0
1,0,0|0,0,1,0.8440000000000001,0.925,0.9,0.71,0,1,1,0,0
0,1,0|0,1,0,1.0,0.8150000000000001,1.15,1.14,1,0,1,0,0
1,0,0|0,0,1,0.784,0.93,0.95,0.85,1,0,0,0,1
1,0,0|0,0,1,0.816,0.9199999999999999,0.975,0.78,1,0,1,0,0
1,0,0|1,0,0,0.77,0.8949999999999999,0.95,0.665,0,1,0,0,1
0,0,1|0,0,1,0.99,0.95,1.0,0.76,1,0,0,1,0
0,0,1|0,0,1,0.9279999999999999,0.93,0.95,0.69,0,1,1,0,0
0,0,1|0,0,1,0.934,0.8949999999999999,0.975,0.66,0,1,1,0,0
0,1,0|0,1,0,0.898,0.665,1.065,1.02,0,1,0,1,0
0,1,0|0,1,0,0.97,0.705,1.1,1.06,1,0,0,1,0
0,0,1|0,0,1,0.912,0.97,0.97,0.705,0,1,0,0,1
1,0,0|0,0,1,0.8640000000000001,0.925,0.96,0.82,1,0,0,1,0
1,0,0|0,1,0,0.71,0.8099999999999999,0.975,0.67,0,1,0,1,0
0,1,0|0,1,0,1.068,0.79,1.095,1.1,1,0,0,0,1
1,0,0|0,0,1,0.68,0.8550000000000001,0.925,0.68,0,1,0,1,0
0,1,0|0,1,0,0.89,0.735,1.07,0.97,0,1,0,0,1
1,0,0|0,0,1,0.72,0.8550000000000001,0.935,0.74,0,1,0,0,1
0,1,0|0,1,0,0.9620000000000001,0.755,1.045,1.1,1,0,0,0,1
0,1,0|0,1,0,0.9740000000000001,0.755,1.11,1.07,1,0,1,0,0
1,0,0|1,0,0,0.7040000000000001,0.795,0.93,0.61,0,1,0,0,1
0,1,0|0,1,0,1.014,0.75,1.115,1.11,1,0,0,1,0
1,0,0|0,0,1,0.79,0.89,0.94,0.66,0,1,1,0,0
1,0,0|0,0,1,0.72,0.8949999999999999,0.95,0.69,0,1,1,0,0
0,0,1|0,0,1,0.9359999999999999,0.825,0.945,0.73,0,1,0,0,1
1,0,0|1,0,0,0.818,0.8400000000000001,0.955,0.74,0,1,0,1,0
1,0,0|0,1,0,0.802,0.945,0.94,0.86,1,0,0,1,0
1,0,0|0,0,1,0.762,0.93,0.95,0.74,0,1,0,1,0
0,0,1|0,0,1,1.038,0.975,1.03,0.79,1,0,0,0,1
0,0,1|0,0,1,1.028,0.95,1.005,0.79,1,0,0,0,1
0,0,1|0,0,1,0.98,0.975,1.05,0.79,1,0,0,1,0
0,0,1|0,0,1,0.92,0.945,0.975,0.83,0,1,1,0,0
0,0,1|0,0,1,1.056,1.0,1.025,0.91,1,0,0,1,0
1,0,0|0,1,0,0.772,0.86,0.995,0.75,0,1,0,0,1
1,0,0|0,0,1,0.746,0.89,0.955,0.67,0,1,0,1,0
1,0,0|0,0,1,0.826,1.0150000000000001,0.97,0.71,1,0,0,1,0
0,0,1|0,0,1,0.914,0.865,0.965,0.72,0,1,0,0,1
1,0,0|1,0,0,0.746,1.025,0.995,0.755,1,0,0,0,1
0,1,0|0,1,0,0.9059999999999999,0.6849999999999999,1.05,0.86,0,1,0,1,0
0,0,1|0,0,1,0.9079999999999999,0.9349999999999999,0.94,0.705,0,1,1,0,0
1,0,0|0,0,1,0.726,0.975,0.95,0.76,1,0,0,1,0
1,0,0|0,1,0,0.82,1.0,1.015,0.945,1,0,0,0,1
0,1,0|0,1,0,0.91,0.75,1.1,1.0,1,0,0,1,0
0,1,0|0,1,0,0.8759999999999999,0.6950000000000001,1.04,0.86,0,1,0,1,0
0,1,0|0,1,0,0.91,0.725,1.06,0.95,0,1,0,0,1
0,1,0|0,1,0,0.93,0.74,1.085,1.04,0,1,0,1,0
0,1,0|0,1,0,1.01,0.795,1.11,1.11,1,0,0,1,0
0,1,0|0,1,0,0.9440000000000001,0.775,1.075,0.995,0,1,0,0,1
0,1,0|0,1,0,0.902,0.725,1.035,1.01,0,1,1,0,0
1,0,0|1,0,0,0.71,0.875,0.95,0.74,0,1,0,1,0
1,0,0|0,0,1,0.736,0.925,0.965,0.7,0,1,0,0,1
0,1,0|0,1,0,0.996,0.8400000000000001,1.15,1.14,1,0,0,1,0
0,0,1|0,0,1,1.016,0.95,1.05,0.82,1,0,0,0,1
1,0,0|0,1,0,0.7,0.8949999999999999,0.96,0.745,0,1,0,0,1
0,1,0|0,1,0,1.026,0.71,1.09,1.06,1,0,0,0,1
0,0,1|0,0,1,0.914,0.85,0.975,0.73,0,1,0,0,1
0,1,0|0,1,0,0.95,0.71,1.045,0.92,0,1,0,1,0
1,0,0|0,1,0,0.812,0.9400000000000001,0.965,0.76,1,0,0,1,0
0,1,0|0,1,0,1.0,0.795,1.12,1.07,1,0,0,0,1
0,1,0|0,1,0,0.924,0.725,1.045,0.96,0,1,1,0,0
0,1,0|0,1,0,0.9520000000000001,0.725,1.075,1.08,1,0,1,0,0
0,1,0|0,1,0,0.9,0.77,1.1,1.01,1,0,0,1,0
0,1,0|0,1,0,0.9059999999999999,0.6900000000000001,1.04,0.84,0,1,0,1,0
1,0,0|0,1,0,0.792,0.885,0.93,0.7,0,1,0,1,0
1,0,0|0,0,1,0.762,0.8800000000000001,0.935,0.685,0,1,0,0,1
0,1,0|0,1,0,0.9740000000000001,0.7849999999999999,1.04,1.07,1,0,0,1,0
0,1,0|0,1,0,0.948,0.73,1.06,0.945,0,1,0,0,1
0,1,0|0,1,0,0.968,0.8150000000000001,1.1,1.08,1,0,0,1,0
0,0,1|0,0,1,0.9940000000000001,0.93,0.975,0.72,1,0,0,1,0
0,1,0|0,1,0,0.87,0.76,1.065,0.93,0,1,0,0,1
0,0,1|0,0,1,0.932,0.89,0.965,0.76,0,1,1,0,0
1,0,0|0,1,0,0.792,1.035,0.955,0.78,0,1,0,0,1
0,1,0|0,1,0,1.044,0.8550000000000001,1.14,1.08,1,0,0,0,1
0,1,0|0,1,0,0.872,0.6950000000000001,1.085,0.98,0,1,0,1,0
1,0,0|0,0,1,0.804,0.8550000000000001,0.965,0.68,0,1,0,0,1
0,0,1|0,0,1,1.04,0.95,0.985,0.83,1,0,1,0,0
0,1,0|0,1,0,0.9440000000000001,0.6849999999999999,1.07,0.985,0,1,0,0,1
0,1,0|0,1,0,1.0859999999999999,0.7849999999999999,1.155,1.13,1,0,0,1,0
0,1,0|0,1,0,0.904,0.82,1.115,1.19,1,0,0,1,0
1,0,0|1,0,0,0.8059999999999999,0.9,0.975,0.65,0,1,1,0,0
1,0,0|1,0,0,0.8220000000000001,0.8800000000000001,0.91,0.64,0,1,1,0,0
0,1,0|0,1,0,0.992,0.8,1.125,1.14,1,0,0,1,0
0,1,0|0,1,0,0.9640000000000001,0.7150000000000001,1.05,0.92,0,1,1,0,0
1,0,0|1,0,0,0.83,0.915,0.975,0.86,1,0,0,0,1
1,0,0|0,0,1,0.784,1.0550000000000002,0.98,0.83,1,0,1,0,0
1,0,0|1,0,0,0.782,0.9349999999999999,0.905,0.75,1,0,1,0,0
0,0,1|0,0,1,1.04,0.905,1.005,0.81,1,0,1,0,0
0,1,0|0,1,0,0.904,0.6900000000000001,1.075,0.95,0,1,0,1,0
0,1,0|0,1,0,0.982,0.74,1.1,1.03,0,1,0,1,0
0,0,1|0,0,1,0.922,0.9099999999999999,0.89,0.65,0,1,1,0,0
1,0,0|0,1,0,0.912,1.0150000000000001,0.955,0.92,1,0,0,0,1
0,0,1|0,0,1,1.044,0.9400000000000001,0.985,0.69,1,0,0,0,1
0,1,0|0,1,0,0.976,0.8099999999999999,1.11,1.2,1,0,0,0,1
1,0,0|0,1,0,0.69,0.905,0.935,0.58,0,1,0,1,0
0,1,0|0,1,0,0.93,0.72,1.085,0.98,0,1,0,1,0
0,1,0|0,1,0,1.022,0.8150000000000001,1.1,1.2,1,0,0,1,0
0,1,0|0,1,0,0.902,0.72,1.05,0.88,0,1,0,1,0
0,1,0|0,1,0,0.9279999999999999,0.75,1.08,0.94,0,1,0,1,0
0,1,0|0,1,0,0.998,0.805,1.065,1.08,1,0,0,0,1
1,0,0|0,1,0,0.81,0.8949999999999999,0.935,0.64,0,1,1,0,0
1,0,0|0,0,1,0.882,0.985,0.98,0.88,1,0,1,0,0
1,0,0|0,0,1,0.7440000000000001,0.905,0.89,0.78,1,0,1,0,0
0,1,0|0,1,0,1.0,0.765,1.1,1.11,1,0,1,0,0
0,1,0|0,1,0,1.016,0.865,1.14,1.12,1,0,0,0,1
1,0,0|0,1,0,0.828,0.93,0.955,0.74,1,0,0,1,0
0,0,1|0,0,1,0.904,0.8300000000000001,0.955,0.65,0,1,0,0,1
0,1,0|0,1,0,0.922,0.6599999999999999,1.055,0.9,0,1,1,0,0
1,0,0|0,0,1,0.78,0.9349999999999999,0.925,0.73,1,0,0,0,1
0,1,0|0,1,0,0.856,0.71,1.045,0.94,0,1,1,0,0
0,0,1|0,0,1,1.054,0.99,0.985,0.745,1,0,1,0,0
0,0,1|0,0,1,1.012,0.97,0.965,0.76,1,0,1,0,0
0,0,1|0,0,1,0.938,0.8300000000000001,0.96,0.54,0,1,0,1,0
1,0,0|0,1,0,0.758,0.93,0.965,0.585,0,1,0,0,1
0,0,1|0,0,1,0.93,0.8949999999999999,0.96,0.7,0,1,1,0,0
0,0,1|0,0,1,1.0,0.975,0.98,0.78,1,0,1,0,0
1,0,0|1,0,0,0.836,0.97,0.99,0.89,1,0,0,1,0
1,0,0|1,0,0,0.7240000000000001,0.86,0.935,0.63,0,1,0,0,1
1,0,0|1,0,0,0.754,0.99,0.99,0.7,1,0,0,0,1
0,0,1|0,0,1,1.014,0.985,1.015,0.81,1,0,0,0,1
1,0,0|0,0,1,0.7140000000000001,0.9,1.01,0.71,0,1,0,1,0
0,0,1|0,0,1,0.98,0.9800000000000001,1.06,0.86,1,0,0,0,1
0,1,0|0,1,0,0.932,0.71,1.05,0.97,0,1,0,1,0
0,1,0|0,1,0,0.922,0.755,1.075,1.02,1,0,1,0,0
0,1,0|0,1,0,0.924,0.745,1.105,1.06,1,0,0,1,0
0,0,1|0,0,1,1.084,1.04,1.005,0.86,1,0,0,1,0
0,0,1|0,0,1,1.016,0.925,1.005,0.89,1,0,0,0,1
1,0,0|0,1,0,0.8220000000000001,0.9099999999999999,0.96,0.81,1,0,0,1,0
0,1,0|0,1,0,0.9840000000000001,0.76,1.105,1.26,1,0,1,0,0
1,0,0|0,1,0,0.706,0.945,0.935,0.76,0,1,1,0,0
0,0,1|0,0,1,1.03,0.9349999999999999,0.935,0.65,1,0,0,0,1
0,1,0|0,1,0,0.9640000000000001,0.78,1.105,1.02,1,0,0,1,0
0,1,0|0,1,0,1.004,0.7150000000000001,1.09,1.14,1,0,1,0,0
1,0,0|0,1,0,0.728,0.8550000000000001,0.92,0.57,0,1,0,1,0
0,1,0|0,1,0,0.914,0.6950000000000001,1.07,0.88,0,1,0,1,0
1,0,0|0,1,0,0.794,0.945,0.92,0.71,1,0,0,0,1
1,0,0|0,1,0,0.8540000000000001,0.915,0.98,0.815,1,0,0,0,1
1,0,0|1,0,0,0.7020000000000001,0.97,0.965,0.84,1,0,0,1,0
1,0,0|0,0,1,0.72,0.89,0.975,0.69,0,1,0,0,1
1,0,0|0,0,1,0.79,0.835,0.89,0.65,0,1,1,0,0
0,0,1|0,0,1,0.996,0.865,0.99,0.735,0,1,0,0,1
0,1,0|0,1,0,0.9159999999999999,0.73,1.05,0.84,0,1,1,0,0
1,0,0|0,0,1,0.8140000000000001,0.85,0.95,0.745,1,0,0,0,1
1,0,0|1,0,0,0.858,0.8800000000000001,0.98,0.94,1,0,0,1,0
0,1,0|0,1,0,1.1179999999999999,0.85,1.14,1.12,1,0,0,0,1
0,1,0|0,1,0,0.9359999999999999,0.805,1.075,1.1,1,0,0,0,1
0,0,1|0,0,1,1.01,0.9199999999999999,1.0,0.68,0,1,0,1,0
0,0,1|0,0,1,1.018,0.8949999999999999,0.98,0.735,0,1,0,0,1
1,0,0|0,0,1,0.738,0.93,0.945,0.7,0,1,0,1,0
1,0,0|0,1,0,0.812,0.93,0.915,0.71,1,0,1,0,0
1,0,0|0,1,0,0.8220000000000001,0.9550000000000001,0.94,0.82,1,0,0,1,0
0,0,1|0,0,1,0.992,0.9099999999999999,0.965,0.755,1,0,0,0,1
0,1,0|0,1,0,0.992,0.75,1.08,0.95,1,0,0,1,0
1,0,0|1,0,0,0.794,0.9199999999999999,0.95,0.78,1,0,0,1,0
1,0,0|0,1,0,0.718,0.96,0.945,0.76,0,1,1,0,0
0,1,0|0,1,0,1.008,0.765,1.12,1.11,1,0,0,1,0
1,0,0|1,0,0,0.9159999999999999,0.945,0.985,0.83,1,0,0,1,0
0,1,0|0,1,0,1.05,0.78,1.105,1.09,1,0,0,0,1
0,1,0|0,1,0,0.986,0.7849999999999999,1.085,1.17,1,0,1,0,0
0,0,1|0,0,1,0.848,0.865,0.905,0.72,0,1,1,0,0
0,1,0|0,1,0,0.98,0.805,1.08,1.11,1,0,1,0,0
1,0,0|0,1,0,0.8320000000000001,0.9,0.96,0.79,1,0,0,1,0
0,1,0|0,1,0,0.946,0.765,1.11,1.05,1,0,1,0,0
0,0,1|0,0,1,0.8640000000000001,0.8300000000000001,0.935,0.58,0,1,1,0,0
0,1,0|0,1,0,0.852,0.6849999999999999,1.065,0.99,0,1,0,1,0
0,1,0|0,1,0,0.91,0.6849999999999999,1.07,0.93,0,1,1,0,0
1,0,0|1,0,0,0.812,0.95,0.995,0.8,1,0,0,0,1
1,0,0|1,0,0,0.688,0.9199999999999999,0.92,0.665,0,1,1,0,0
1,0,0|0,1,0,0.826,1.0550000000000002,0.975,0.88,1,0,0,1,0
0,1,0|0,1,0,1.01,0.76,1.08,1.0,0,1,0,0,1
0,1,0|0,1,0,0.968,0.72,1.015,0.925,0,1,0,0,1
0,1,0|0,1,0,1.008,0.7849999999999999,1.11,1.15,1,0,0,0,1
0,1,0|0,1,0,1.0,0.76,1.09,1.14,1,0,1,0,0
0,1,0|0,1,0,0.95,0.7,1.06,0.975,0,1,0,0,1
0,1,0|0,1,0,0.866,0.67,1.045,0.88,0,1,1,0,0
1,0,0|1,0,0,0.7340000000000001,0.9650000000000001,0.965,0.69,0,1,1,0,0
1,0,0|1,0,0,0.784,0.9800000000000001,0.975,0.935,1,0,1,0,0
0,1,0|0,1,0,0.9079999999999999,0.73,1.055,0.96,0,1,1,0,0
1,0,0|1,0,0,0.6920000000000001,1.0550000000000002,0.99,0.88,1,0,1,0,0
1,0,0|1,0,0,0.856,0.925,0.975,0.85,1,0,0,1,0
1,0,0|0,0,1,0.794,0.8949999999999999,0.965,0.85,1,0,0,0,1
0,1,0|0,1,0,0.9279999999999999,0.78,1.105,1.0,1,0,0,1,0
1,0,0|1,0,0,0.7140000000000001,0.85,0.945,0.67,0,1,0,0,1
0,1,0|0,1,0,0.904,0.79,1.075,1.06,1,0,0,1,0
1,0,0|1,0,0,0.7859999999999999,1.03,0.95,0.73,1,0,1,0,0
1,0,0|0,0,1,0.7559999999999999,0.905,0.965,0.75,1,0,0,0,1
0,1,0|0,1,0,0.866,0.7,1.04,0.915,0,1,0,0,1
0,0,1|0,0,1,0.9520000000000001,0.915,0.975,0.77,0,1,0,1,0
1,0,0|1,0,0,0.7340000000000001,0.9400000000000001,0.935,0.76,0,1,0,1,0
1,0,0|1,0,0,0.882,0.9,1.05,0.8,1,0,0,0,1
1,0,0|0,0,1,0.75,0.925,0.995,0.895,1,0,0,0,1
0,0,1|0,0,1,0.85,0.865,0.935,0.67,0,1,0,0,1
0,1,0|0,1,0,0.898,0.6900000000000001,1.06,0.95,0,1,0,0,1
0,1,0|0,1,0,0.8640000000000001,0.725,1.04,0.89,0,1,0,1,0
1,0,0|0,0,1,0.804,1.0050000000000001,1.0,0.795,1,0,0,0,1
0,1,0|0,1,0,0.818,0.6849999999999999,1.07,0.93,0,1,1,0,0
0,1,0|0,1,0,0.95,0.75,1.09,0.99,0,1,0,0,1
0,1,0|0,1,0,0.888,0.865,1.095,1.05,1,0,0,1,0
0,1,0|0,1,0,1.192,0.85,1.15,1.21,1,0,1,0,0
0,0,1|0,0,1,1.04,1.035,1.05,0.96,1,0,0,1,0
0,1,0|0,1,0,0.84,0.675,1.05,0.83,0,1,1,0,0
1,0,0|0,0,1,0.642,0.775,0.94,0.61,0,1,0,0,1
0,0,1|0,0,1,1.02,0.9400000000000001,1.015,0.82,1,0,0,1,0
0,0,1|0,0,1,0.9840000000000001,0.9099999999999999,0.975,0.88,1,0,1,0,0
0,1,0|0,1,0,0.982,0.725,1.06,0.925,0,1,0,0,1
0,1,0|0,1,0,1.042,0.85,1.15,1.11,1,0,0,0,1
1,0,0|0,1,0,0.752,0.9550000000000001,0.97,0.75,1,0,0,1,0
0,1,0|0,1,0,0.99,0.805,1.12,1.13,1,0,0,0,1
0,0,1|0,0,1,0.986,0.9949999999999999,1.015,0.81,1,0,0,0,1
1,0,0|1,0,0,0.79,0.8699999999999999,0.93,0.76,0,1,1,0,0
0,1,0|0,1,0,0.988,0.79,1.08,0.985,1,0,0,0,1
0,0,1|0,0,1,1.026,0.96,0.965,0.73,1,0,1,0,0
0,0,1|0,0,1,0.94,0.865,0.925,0.74,0,1,1,0,0
1,0,0|0,0,1,0.7759999999999999,1.0,0.95,0.79,1,0,1,0,0
0,1,0|0,1,0,0.9540000000000001,0.75,1.08,0.95,0,1,0,1,0
